Bevölkerung nach Geschlecht und Geburtsland seit 2002 - Wien | Population by sex and country of birth since 2002 - Vienna
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;SEX;ISO_ALP3;NUMBER
AT13;90000;90000;2005;20050101;2;GIN;24
AT13;90000;90000;2005;20050101;2;GLP;1
AT13;90000;90000;2005;20050101;2;GMB;18
AT13;90000;90000;2005;20050101;2;GNB;3
AT13;90000;90000;2005;20050101;2;GNQ;1
AT13;90000;90000;2005;20050101;2;GRC;552
AT13;90000;90000;2005;20050101;2;GRD;2
AT13;90000;90000;2005;20050101;2;GRL;1
AT13;90000;90000;2005;20050101;2;GTM;35
AT13;90000;90000;2005;20050101;2;GUY;3
AT13;90000;90000;2005;20050101;2;HKG;52
AT13;90000;90000;2005;20050101;2;HND;9
AT13;90000;90000;2005;20050101;2;HRV;4521
AT13;90000;90000;2005;20050101;2;HTI;16
AT13;90000;90000;2005;20050101;2;HUN;7065
AT13;90000;90000;2005;20050101;2;IDN;240
AT13;90000;90000;2005;20050101;2;IND;2857
AT13;90000;90000;2005;20050101;2;IRL;141
AT13;90000;90000;2005;20050101;2;IRN;3628
AT13;90000;90000;2005;20050101;2;IRQ;853
AT13;90000;90000;2005;20050101;2;ISL;35
AT13;90000;90000;2005;20050101;2;ISR;802
AT13;90000;90000;2005;20050101;2;ITA;2023
AT13;90000;90000;2005;20050101;2;JAM;47
AT13;90000;90000;2005;20050101;2;JOR;108
AT13;90000;90000;2005;20050101;2;JPN;1014
AT13;90000;90000;2005;20050101;2;KAZ;140
AT13;90000;90000;2005;20050101;2;KEN;158
AT13;90000;90000;2005;20050101;2;KGZ;62
AT13;90000;90000;2005;20050101;2;KHM;100
AT13;90000;90000;2005;20050101;2;KNA;1
AT13;90000;90000;2005;20050101;2;KOR;745
AT13;90000;90000;2005;20050101;2;KWT;46
AT13;90000;90000;2005;20050101;2;LAO;32
AT13;90000;90000;2005;20050101;2;LBN;369
AT13;90000;90000;2005;20050101;2;LBR;14
AT13;90000;90000;2005;20050101;2;LBY;95
AT13;90000;90000;2005;20050101;2;LCA;3
AT13;90000;90000;2005;20050101;2;LIE;15
AT13;90000;90000;2005;20050101;2;LKA;236
AT13;90000;90000;2005;20050101;2;LSO;2
AT13;90000;90000;2005;20050101;2;LTU;103
AT13;90000;90000;2005;20050101;2;LUX;89
AT13;90000;90000;2005;20050101;2;LVA;108
AT13;90000;90000;2005;20050101;2;MAC;1
AT13;90000;90000;2005;20050101;2;MAR;274
AT13;90000;90000;2005;20050101;2;MCO;3
AT13;90000;90000;2005;20050101;2;MDA;380
AT13;90000;90000;2005;20050101;2;MDG;14
AT13;90000;90000;2005;20050101;2;MDV;1
AT13;90000;90000;2005;20050101;2;MEX;215
AT13;90000;90000;2005;20050101;2;MKD;3392
AT13;90000;90000;2005;20050101;2;MLI;13
AT13;90000;90000;2005;20050101;2;MLT;23
AT13;90000;90000;2005;20050101;2;MMR;8
AT13;90000;90000;2005;20050101;2;MNE;33
AT13;90000;90000;2005;20050101;2;MNG;147
AT13;90000;90000;2005;20050101;2;MOZ;12
AT13;90000;90000;2005;20050101;2;MUS;18
AT13;90000;90000;2005;20050101;2;MWI;9
AT13;90000;90000;2005;20050101;2;MYS;85
AT13;90000;90000;2005;20050101;2;NAM;14
AT13;90000;90000;2005;20050101;2;NER;5
AT13;90000;90000;2005;20050101;2;NGA;1236
AT13;90000;90000;2005;20050101;2;NIC;36
AT13;90000;90000;2005;20050101;2;NLD;592
AT13;90000;90000;2005;20050101;2;NOR;198
AT13;90000;90000;2005;20050101;2;NPL;63
AT13;90000;90000;2005;20050101;2;NZL;43
AT13;90000;90000;2005;20050101;2;OMN;3
AT13;90000;90000;2005;20050101;2;PAK;561
AT13;90000;90000;2005;20050101;2;PAN;9
AT13;90000;90000;2005;20050101;2;PCN;1
AT13;90000;90000;2005;20050101;2;PER;406
AT13;90000;90000;2005;20050101;2;PHL;4904
AT13;90000;90000;2005;20050101;2;PNG;6
AT13;90000;90000;2005;20050101;2;POL;16458
AT13;90000;90000;2005;20050101;2;PRK;36
AT13;90000;90000;2005;20050101;2;PRT;174
AT13;90000;90000;2005;20050101;2;PRY;27
AT13;90000;90000;2005;20050101;2;PSE;24
AT13;90000;90000;2005;20050101;2;QAT;7
AT13;90000;90000;2005;20050101;2;ROU;7534
AT13;90000;90000;2005;20050101;2;RUS;4108
AT13;90000;90000;2005;20050101;2;RWA;33
AT13;90000;90000;2005;20050101;2;SAU;61
AT13;90000;90000;2005;20050101;2;SCG;44653
AT13;90000;90000;2005;20050101;2;SDN;89
AT13;90000;90000;2005;20050101;2;SEN;39
AT13;90000;90000;2005;20050101;2;SGP;48
AT13;90000;90000;2005;20050101;2;SLB;1
AT13;90000;90000;2005;20050101;2;SLE;42
AT13;90000;90000;2005;20050101;2;SLV;21
AT13;90000;90000;2005;20050101;2;SMR;1
AT13;90000;90000;2005;20050101;2;SOM;31
AT13;90000;90000;2005;20050101;2;SRB;5680
AT13;90000;90000;2005;20050101;2;SUR;5
AT13;90000;90000;2005;20050101;2;SVK;4574
AT13;90000;90000;2005;20050101;2;SVN;777
AT13;90000;90000;2005;20050101;2;SWE;619
AT13;90000;90000;2005;20050101;2;SWZ;9
AT13;90000;90000;2005;20050101;2;SYC;8
AT13;90000;90000;2005;20050101;2;SYR;501
AT13;90000;90000;2005;20050101;2;TCD;2
AT13;90000;90000;2005;20050101;2;TGO;31
AT13;90000;90000;2005;20050101;2;THA;1001
AT13;90000;90000;2005;20050101;2;TJK;71
AT13;90000;90000;2005;20050101;2;TKM;11
AT13;90000;90000;2005;20050101;2;TON;1
AT13;90000;90000;2005;20050101;2;TTO;12
AT13;90000;90000;2005;20050101;2;TUN;507
AT13;90000;90000;2005;20050101;2;TUR;27183
AT13;90000;90000;2005;20050101;2;TUV;8
AT13;90000;90000;2005;20050101;2;TWN;459
AT13;90000;90000;2005;20050101;2;TZA;22
AT13;90000;90000;2005;20050101;2;UGA;38
AT13;90000;90000;2005;20050101;2;UKR;1465
AT13;90000;90000;2005;20050101;2;URY;71
AT13;90000;90000;2005;20050101;2;USA;1725
AT13;90000;90000;2005;20050101;2;UZB;174
AT13;90000;90000;2005;20050101;2;VAT;3
AT13;90000;90000;2005;20050101;2;VCT;2
AT13;90000;90000;2005;20050101;2;VEN;182
AT13;90000;90000;2005;20050101;2;VNM;584
AT13;90000;90000;2005;20050101;2;XKS;107
AT13;90000;90000;2005;20050101;2;XXA;8
AT13;90000;90000;2005;20050101;2;XXX;317
AT13;90000;90000;2005;20050101;2;XXZ;199
AT13;90000;90000;2005;20050101;2;YEM;13
AT13;90000;90000;2005;20050101;2;ZAF;383
AT13;90000;90000;2005;20050101;2;ZMB;16
AT13;90000;90000;2005;20050101;2;ZWE;42
AT13;90000;90000;2006;20060101;1;AFG;1417
AT13;90000;90000;2006;20060101;1;AGO;63
AT13;90000;90000;2006;20060101;1;ALB;404
AT13;90000;90000;2006;20060101;1;ANT;3
AT13;90000;90000;2006;20060101;1;ARE;24
AT13;90000;90000;2006;20060101;1;ARG;260
AT13;90000;90000;2006;20060101;1;ARM;244
AT13;90000;90000;2006;20060101;1;AUS;323
AT13;90000;90000;2006;20060101;1;AUT;561598
AT13;90000;90000;2006;20060101;1;AZE;133
AT13;90000;90000;2006;20060101;1;BDI;7
AT13;90000;90000;2006;20060101;1;BEL;338
AT13;90000;90000;2006;20060101;1;BEN;23
AT13;90000;90000;2006;20060101;1;BFA;41
AT13;90000;90000;2006;20060101;1;BGD;1361
AT13;90000;90000;2006;20060101;1;BGR;2613
AT13;90000;90000;2006;20060101;1;BHR;2
AT13;90000;90000;2006;20060101;1;BHS;3
AT13;90000;90000;2006;20060101;1;BIH;16520
AT13;90000;90000;2006;20060101;1;BLR;121
AT13;90000;90000;2006;20060101;1;BLZ;1
AT13;90000;90000;2006;20060101;1;BMU;2
AT13;90000;90000;2006;20060101;1;BOL;96
AT13;90000;90000;2006;20060101;1;BRA;409
AT13;90000;90000;2006;20060101;1;BRB;2
AT13;90000;90000;2006;20060101;1;BRN;1
AT13;90000;90000;2006;20060101;1;BTN;9
AT13;90000;90000;2006;20060101;1;BVT;1
AT13;90000;90000;2006;20060101;1;BWA;4
AT13;90000;90000;2006;20060101;1;CAF;8
AT13;90000;90000;2006;20060101;1;CAN;336
AT13;90000;90000;2006;20060101;1;CHE;1279
AT13;90000;90000;2006;20060101;1;CHL;322
AT13;90000;90000;2006;20060101;1;CHN;3608
AT13;90000;90000;2006;20060101;1;CIV;73
AT13;90000;90000;2006;20060101;1;CMR;102
AT13;90000;90000;2006;20060101;1;COD;190
AT13;90000;90000;2006;20060101;1;COG;93
AT13;90000;90000;2006;20060101;1;COL;300
AT13;90000;90000;2006;20060101;1;CPV;4
AT13;90000;90000;2006;20060101;1;CRI;25
AT13;90000;90000;2006;20060101;1;CUB;100
AT13;90000;90000;2006;20060101;1;CYM;2
AT13;90000;90000;2006;20060101;1;CYP;81
AT13;90000;90000;2006;20060101;1;CZE;8002
AT13;90000;90000;2006;20060101;1;DEU;14249
AT13;90000;90000;2006;20060101;1;DMA;2
AT13;90000;90000;2006;20060101;1;DNK;187
AT13;90000;90000;2006;20060101;1;DOM;120
AT13;90000;90000;2006;20060101;1;DZA;365
AT13;90000;90000;2006;20060101;1;ECU;104
AT13;90000;90000;2006;20060101;1;EGY;5005
AT13;90000;90000;2006;20060101;1;ERI;6
AT13;90000;90000;2006;20060101;1;ESP;561
AT13;90000;90000;2006;20060101;1;EST;25
AT13;90000;90000;2006;20060101;1;ETH;160
AT13;90000;90000;2006;20060101;1;FIN;137
AT13;90000;90000;2006;20060101;1;FRA;1404
AT13;90000;90000;2006;20060101;1;GAB;5
AT13;90000;90000;2006;20060101;1;GBR;1666
AT13;90000;90000;2006;20060101;1;GEO;629
AT13;90000;90000;2006;20060101;1;GHA;430
AT13;90000;90000;2006;20060101;1;GIN;107
AT13;90000;90000;2006;20060101;1;GMB;335
AT13;90000;90000;2006;20060101;1;GNB;49
AT13;90000;90000;2006;20060101;1;GNQ;5
AT13;90000;90000;2006;20060101;1;GRC;1016
AT13;90000;90000;2006;20060101;1;GRD;2
AT13;90000;90000;2006;20060101;1;GTM;54
AT13;90000;90000;2006;20060101;1;GUY;2
AT13;90000;90000;2006;20060101;1;HKG;42
AT13;90000;90000;2006;20060101;1;HND;13
AT13;90000;90000;2006;20060101;1;HRV;4279
AT13;90000;90000;2006;20060101;1;HTI;8
AT13;90000;90000;2006;20060101;1;HUN;5474
AT13;90000;90000;2006;20060101;1;IDN;154
AT13;90000;90000;2006;20060101;1;IND;4917
AT13;90000;90000;2006;20060101;1;IRL;218
AT13;90000;90000;2006;20060101;1;IRN;4490
AT13;90000;90000;2006;20060101;1;IRQ;1380
AT13;90000;90000;2006;20060101;1;ISL;35
AT13;90000;90000;2006;20060101;1;ISR;926
AT13;90000;90000;2006;20060101;1;ITA;2422
AT13;90000;90000;2006;20060101;1;JAM;33
AT13;90000;90000;2006;20060101;1;JOR;295
AT13;90000;90000;2006;20060101;1;JPN;415
AT13;90000;90000;2006;20060101;1;KAZ;94
AT13;90000;90000;2006;20060101;1;KEN;112
AT13;90000;90000;2006;20060101;1;KGZ;45
AT13;90000;90000;2006;20060101;1;KHM;111
AT13;90000;90000;2006;20060101;1;KOR;425
AT13;90000;90000;2006;20060101;1;KWT;70
AT13;90000;90000;2006;20060101;1;LAO;34
AT13;90000;90000;2006;20060101;1;LBN;496
AT13;90000;90000;2006;20060101;1;LBR;178
AT13;90000;90000;2006;20060101;1;LBY;136
AT13;90000;90000;2006;20060101;1;LCA;3
AT13;90000;90000;2006;20060101;1;LIE;8
AT13;90000;90000;2006;20060101;1;LKA;269
AT13;90000;90000;2006;20060101;1;LTU;108
AT13;90000;90000;2006;20060101;1;LUX;95
AT13;90000;90000;2006;20060101;1;LVA;63
AT13;90000;90000;2006;20060101;1;MAR;289
AT13;90000;90000;2006;20060101;1;MCO;3
AT13;90000;90000;2006;20060101;1;MDA;315
AT13;90000;90000;2006;20060101;1;MDG;8
AT13;90000;90000;2006;20060101;1;MDV;2
AT13;90000;90000;2006;20060101;1;MEX;168
AT13;90000;90000;2006;20060101;1;MKD;4538
AT13;90000;90000;2006;20060101;1;MLI;42
AT13;90000;90000;2006;20060101;1;MLT;16
AT13;90000;90000;2006;20060101;1;MMR;11
AT13;90000;90000;2006;20060101;1;MNE;20
AT13;90000;90000;2006;20060101;1;MNG;84
AT13;90000;90000;2006;20060101;1;MOZ;16
AT13;90000;90000;2006;20060101;1;MRT;16
AT13;90000;90000;2006;20060101;1;MUS;17
AT13;90000;90000;2006;20060101;1;MWI;11
AT13;90000;90000;2006;20060101;1;MYS;65
AT13;90000;90000;2006;20060101;1;MYT;1
AT13;90000;90000;2006;20060101;1;NAM;14
AT13;90000;90000;2006;20060101;1;NER;7
AT13;90000;90000;2006;20060101;1;NGA;3184
AT13;90000;90000;2006;20060101;1;NIC;19
AT13;90000;90000;2006;20060101;1;NLD;679
AT13;90000;90000;2006;20060101;1;NOR;140
AT13;90000;90000;2006;20060101;1;NPL;128
AT13;90000;90000;2006;20060101;1;NZL;57
AT13;90000;90000;2006;20060101;1;OMN;4
AT13;90000;90000;2006;20060101;1;PAK;1323
AT13;90000;90000;2006;20060101;1;PAN;6
AT13;90000;90000;2006;20060101;1;PCN;1
AT13;90000;90000;2006;20060101;1;PER;235
AT13;90000;90000;2006;20060101;1;PHL;2966
AT13;90000;90000;2006;20060101;1;PNG;6
AT13;90000;90000;2006;20060101;1;POL;15626
AT13;90000;90000;2006;20060101;1;PRI;1
AT13;90000;90000;2006;20060101;1;PRK;64
AT13;90000;90000;2006;20060101;1;PRT;244
AT13;90000;90000;2006;20060101;1;PRY;21
AT13;90000;90000;2006;20060101;1;PSE;64
AT13;90000;90000;2006;20060101;1;QAT;11
AT13;90000;90000;2006;20060101;1;ROU;6077
AT13;90000;90000;2006;20060101;1;RUS;3357
AT13;90000;90000;2006;20060101;1;RWA;55
AT13;90000;90000;2006;20060101;1;SAU;124
AT13;90000;90000;2006;20060101;1;SCG;42604
AT13;90000;90000;2006;20060101;1;SDN;256
AT13;90000;90000;2006;20060101;1;SEN;93
AT13;90000;90000;2006;20060101;1;SGP;30
AT13;90000;90000;2006;20060101;1;SLB;5
AT13;90000;90000;2006;20060101;1;SLE;183
AT13;90000;90000;2006;20060101;1;SLV;9
AT13;90000;90000;2006;20060101;1;SOM;86
AT13;90000;90000;2006;20060101;1;SRB;6151
AT13;90000;90000;2006;20060101;1;SUR;2
AT13;90000;90000;2006;20060101;1;SVK;2801
AT13;90000;90000;2006;20060101;1;SVN;647
AT13;90000;90000;2006;20060101;1;SWE;439
AT13;90000;90000;2006;20060101;1;SWZ;6
AT13;90000;90000;2006;20060101;1;SYC;7
AT13;90000;90000;2006;20060101;1;SYR;821
AT13;90000;90000;2006;20060101;1;TCA;1
AT13;90000;90000;2006;20060101;1;TCD;2
AT13;90000;90000;2006;20060101;1;TGO;61
AT13;90000;90000;2006;20060101;1;THA;253
AT13;90000;90000;2006;20060101;1;TJK;60
AT13;90000;90000;2006;20060101;1;TKM;10
AT13;90000;90000;2006;20060101;1;TON;1
AT13;90000;90000;2006;20060101;1;TTO;13
AT13;90000;90000;2006;20060101;1;TUN;1254
AT13;90000;90000;2006;20060101;1;TUR;33577
AT13;90000;90000;2006;20060101;1;TUV;3
AT13;90000;90000;2006;20060101;1;TWN;369
AT13;90000;90000;2006;20060101;1;TZA;26
AT13;90000;90000;2006;20060101;1;UGA;67
AT13;90000;90000;2006;20060101;1;UKR;950
AT13;90000;90000;2006;20060101;1;URY;50
AT13;90000;90000;2006;20060101;1;USA;1725
AT13;90000;90000;2006;20060101;1;UZB;161
AT13;90000;90000;2006;20060101;1;VAT;1
AT13;90000;90000;2006;20060101;1;VCT;2
AT13;90000;90000;2006;20060101;1;VEN;112
AT13;90000;90000;2006;20060101;1;VGB;1
AT13;90000;90000;2006;20060101;1;VNM;557
AT13;90000;90000;2006;20060101;1;WLF;1
AT13;90000;90000;2006;20060101;1;XKS;220
AT13;90000;90000;2006;20060101;1;XXA;11
AT13;90000;90000;2006;20060101;1;XXX;309
AT13;90000;90000;2006;20060101;1;XXZ;251
AT13;90000;90000;2006;20060101;1;YEM;16
AT13;90000;90000;2006;20060101;1;ZAF;313
AT13;90000;90000;2006;20060101;1;ZMB;17
AT13;90000;90000;2006;20060101;1;ZWE;38
AT13;90000;90000;2006;20060101;2;AFG;911
AT13;90000;90000;2006;20060101;2;AGO;50
AT13;90000;90000;2006;20060101;2;ALB;406
AT13;90000;90000;2006;20060101;2;ANT;2
AT13;90000;90000;2006;20060101;2;ARE;22
AT13;90000;90000;2006;20060101;2;ARG;274
AT13;90000;90000;2006;20060101;2;ARM;237
AT13;90000;90000;2006;20060101;2;ATG;3
AT13;90000;90000;2006;20060101;2;AUS;319
AT13;90000;90000;2006;20060101;2;AUT;622816
AT13;90000;90000;2006;20060101;2;AZE;123
AT13;90000;90000;2006;20060101;2;BDI;11
AT13;90000;90000;2006;20060101;2;BEL;361
AT13;90000;90000;2006;20060101;2;BEN;10
AT13;90000;90000;2006;20060101;2;BFA;14
AT13;90000;90000;2006;20060101;2;BGD;666
AT13;90000;90000;2006;20060101;2;BGR;3415
AT13;90000;90000;2006;20060101;2;BHR;1
AT13;90000;90000;2006;20060101;2;BHS;2
AT13;90000;90000;2006;20060101;2;BIH;16137
AT13;90000;90000;2006;20060101;2;BLR;214
AT13;90000;90000;2006;20060101;2;BLZ;2
AT13;90000;90000;2006;20060101;2;BMU;3
AT13;90000;90000;2006;20060101;2;BOL;126
AT13;90000;90000;2006;20060101;2;BRA;716
AT13;90000;90000;2006;20060101;2;BRB;2
AT13;90000;90000;2006;20060101;2;BTN;2
AT13;90000;90000;2006;20060101;2;BWA;3
AT13;90000;90000;2006;20060101;2;CAF;4
AT13;90000;90000;2006;20060101;2;CAN;366
AT13;90000;90000;2006;20060101;2;CHE;1449
AT13;90000;90000;2006;20060101;2;CHL;376
AT13;90000;90000;2006;20060101;2;CHN;4398
AT13;90000;90000;2006;20060101;2;CIV;30
AT13;90000;90000;2006;20060101;2;CMR;67
AT13;90000;90000;2006;20060101;2;COD;152
AT13;90000;90000;2006;20060101;2;COG;64
AT13;90000;90000;2006;20060101;2;COL;392
AT13;90000;90000;2006;20060101;2;CPV;7
AT13;90000;90000;2006;20060101;2;CRI;29
AT13;90000;90000;2006;20060101;2;CUB;195
AT13;90000;90000;2006;20060101;2;CXR;1
AT13;90000;90000;2006;20060101;2;CYM;1
AT13;90000;90000;2006;20060101;2;CYP;63
AT13;90000;90000;2006;20060101;2;CZE;14108
AT13;90000;90000;2006;20060101;2;DEU;18439
AT13;90000;90000;2006;20060101;2;DMA;9
AT13;90000;90000;2006;20060101;2;DNK;250
AT13;90000;90000;2006;20060101;2;DOM;268
AT13;90000;90000;2006;20060101;2;DZA;108
AT13;90000;90000;2006;20060101;2;ECU;148
AT13;90000;90000;2006;20060101;2;EGY;2950
AT13;90000;90000;2006;20060101;2;ERI;17
AT13;90000;90000;2006;20060101;2;ESP;760
AT13;90000;90000;2006;20060101;2;EST;71
AT13;90000;90000;2006;20060101;2;ETH;206
AT13;90000;90000;2006;20060101;2;FIN;423
AT13;90000;90000;2006;20060101;2;FJI;2
AT13;90000;90000;2006;20060101;2;FRA;1820
AT13;90000;90000;2006;20060101;2;FSM;1
AT13;90000;90000;2006;20060101;2;GAB;4
AT13;90000;90000;2006;20060101;2;GBR;1365
AT13;90000;90000;2006;20060101;2;GEO;411
AT13;90000;90000;2006;20060101;2;GHA;339
AT13;90000;90000;2006;20060101;2;GIN;26
AT13;90000;90000;2006;20060101;2;GLP;1
AT13;90000;90000;2006;20060101;2;GMB;19
AT13;90000;90000;2006;20060101;2;GNB;4
AT13;90000;90000;2006;20060101;2;GNQ;1
AT13;90000;90000;2006;20060101;2;GRC;566
AT13;90000;90000;2006;20060101;2;GRD;2
AT13;90000;90000;2006;20060101;2;GRL;1
AT13;90000;90000;2006;20060101;2;GTM;37
AT13;90000;90000;2006;20060101;2;GUY;3
AT13;90000;90000;2006;20060101;2;HKG;50
AT13;90000;90000;2006;20060101;2;HND;10
AT13;90000;90000;2006;20060101;2;HRV;4636
AT13;90000;90000;2006;20060101;2;HTI;18
AT13;90000;90000;2006;20060101;2;HUN;7129
AT13;90000;90000;2006;20060101;2;IDN;257
AT13;90000;90000;2006;20060101;2;IND;3035
AT13;90000;90000;2006;20060101;2;IRL;149
AT13;90000;90000;2006;20060101;2;IRN;3658
AT13;90000;90000;2006;20060101;2;IRQ;877
AT13;90000;90000;2006;20060101;2;ISL;38
AT13;90000;90000;2006;20060101;2;ISR;826
AT13;90000;90000;2006;20060101;2;ITA;2068
AT13;90000;90000;2006;20060101;2;JAM;48
AT13;90000;90000;2006;20060101;2;JOR;117
AT13;90000;90000;2006;20060101;2;JPN;1051
AT13;90000;90000;2006;20060101;2;KAZ;167
AT13;90000;90000;2006;20060101;2;KEN;176
AT13;90000;90000;2006;20060101;2;KGZ;74
AT13;90000;90000;2006;20060101;2;KHM;118
AT13;90000;90000;2006;20060101;2;KNA;1
AT13;90000;90000;2006;20060101;2;KOR;798
AT13;90000;90000;2006;20060101;2;KWT;51
AT13;90000;90000;2006;20060101;2;LAO;31
AT13;90000;90000;2006;20060101;2;LBN;382
AT13;90000;90000;2006;20060101;2;LBR;13
AT13;90000;90000;2006;20060101;2;LBY;100
AT13;90000;90000;2006;20060101;2;LCA;2
AT13;90000;90000;2006;20060101;2;LIE;17
AT13;90000;90000;2006;20060101;2;LKA;239
AT13;90000;90000;2006;20060101;2;LSO;2
AT13;90000;90000;2006;20060101;2;LTU;130
AT13;90000;90000;2006;20060101;2;LUX;93
AT13;90000;90000;2006;20060101;2;LVA;112
AT13;90000;90000;2006;20060101;2;MAC;1
AT13;90000;90000;2006;20060101;2;MAR;293
AT13;90000;90000;2006;20060101;2;MCO;3
AT13;90000;90000;2006;20060101;2;MDA;405
AT13;90000;90000;2006;20060101;2;MDG;14
AT13;90000;90000;2006;20060101;2;MDV;2
AT13;90000;90000;2006;20060101;2;MEX;236
AT13;90000;90000;2006;20060101;2;MKD;3634
AT13;90000;90000;2006;20060101;2;MLI;11
AT13;90000;90000;2006;20060101;2;MLT;25
AT13;90000;90000;2006;20060101;2;MMR;9
AT13;90000;90000;2006;20060101;2;MNE;33
AT13;90000;90000;2006;20060101;2;MNG;180
AT13;90000;90000;2006;20060101;2;MOZ;12
AT13;90000;90000;2006;20060101;2;MUS;18
AT13;90000;90000;2006;20060101;2;MWI;10
AT13;90000;90000;2006;20060101;2;MYS;94
AT13;90000;90000;2006;20060101;2;MYT;1
AT13;90000;90000;2006;20060101;2;NAM;15
AT13;90000;90000;2006;20060101;2;NER;5
AT13;90000;90000;2006;20060101;2;NGA;1299
AT13;90000;90000;2006;20060101;2;NIC;36
AT13;90000;90000;2006;20060101;2;NLD;614
AT13;90000;90000;2006;20060101;2;NOR;211
AT13;90000;90000;2006;20060101;2;NPL;69
AT13;90000;90000;2006;20060101;2;NZL;46
AT13;90000;90000;2006;20060101;2;OMN;3
AT13;90000;90000;2006;20060101;2;PAK;617
AT13;90000;90000;2006;20060101;2;PAN;10
AT13;90000;90000;2006;20060101;2;PCN;3
AT13;90000;90000;2006;20060101;2;PER;422
AT13;90000;90000;2006;20060101;2;PHL;5047
AT13;90000;90000;2006;20060101;2;PNG;7
AT13;90000;90000;2006;20060101;2;POL;17696
AT13;90000;90000;2006;20060101;2;PRK;33
AT13;90000;90000;2006;20060101;2;PRT;192
AT13;90000;90000;2006;20060101;2;PRY;31
AT13;90000;90000;2006;20060101;2;PSE;32
AT13;90000;90000;2006;20060101;2;QAT;6
AT13;90000;90000;2006;20060101;2;ROU;8011
AT13;90000;90000;2006;20060101;2;RUS;4591
AT13;90000;90000;2006;20060101;2;RWA;34
AT13;90000;90000;2006;20060101;2;SAU;71
AT13;90000;90000;2006;20060101;2;SCG;45921
AT13;90000;90000;2006;20060101;2;SDN;92
AT13;90000;90000;2006;20060101;2;SEN;46
AT13;90000;90000;2006;20060101;2;SGP;57
AT13;90000;90000;2006;20060101;2;SLB;2
AT13;90000;90000;2006;20060101;2;SLE;44
AT13;90000;90000;2006;20060101;2;SLV;21
AT13;90000;90000;2006;20060101;2;SOM;39
AT13;90000;90000;2006;20060101;2;SRB;6101
AT13;90000;90000;2006;20060101;2;SUR;5
AT13;90000;90000;2006;20060101;2;SVK;5152
AT13;90000;90000;2006;20060101;2;SVN;782
AT13;90000;90000;2006;20060101;2;SWE;606
AT13;90000;90000;2006;20060101;2;SWZ;9
AT13;90000;90000;2006;20060101;2;SYC;9
AT13;90000;90000;2006;20060101;2;SYR;522
AT13;90000;90000;2006;20060101;2;TCD;3
AT13;90000;90000;2006;20060101;2;TGO;31
AT13;90000;90000;2006;20060101;2;THA;1059
AT13;90000;90000;2006;20060101;2;TJK;71
AT13;90000;90000;2006;20060101;2;TKM;12
AT13;90000;90000;2006;20060101;2;TON;1
AT13;90000;90000;2006;20060101;2;TTO;13
AT13;90000;90000;2006;20060101;2;TUN;531
AT13;90000;90000;2006;20060101;2;TUR;28552
AT13;90000;90000;2006;20060101;2;TUV;8
AT13;90000;90000;2006;20060101;2;TWN;474
AT13;90000;90000;2006;20060101;2;TZA;25
AT13;90000;90000;2006;20060101;2;UGA;39
AT13;90000;90000;2006;20060101;2;UKR;1697
AT13;90000;90000;2006;20060101;2;URY;78
AT13;90000;90000;2006;20060101;2;USA;1825
AT13;90000;90000;2006;20060101;2;UZB;186
AT13;90000;90000;2006;20060101;2;VAT;3
AT13;90000;90000;2006;20060101;2;VCT;2
AT13;90000;90000;2006;20060101;2;VEN;196
AT13;90000;90000;2006;20060101;2;VNM;624
AT13;90000;90000;2006;20060101;2;WLF;1
AT13;90000;90000;2006;20060101;2;XKS;133
AT13;90000;90000;2006;20060101;2;XXA;8
AT13;90000;90000;2006;20060101;2;XXX;273
AT13;90000;90000;2006;20060101;2;XXZ;270
AT13;90000;90000;2006;20060101;2;YEM;11
AT13;90000;90000;2006;20060101;2;ZAF;372
AT13;90000;90000;2006;20060101;2;ZMB;19
AT13;90000;90000;2006;20060101;2;ZWE;40
AT13;90000;90000;2007;20070101;1;AFG;1526
AT13;90000;90000;2007;20070101;1;AGO;60
AT13;90000;90000;2007;20070101;1;ALB;424
AT13;90000;90000;2007;20070101;1;ANT;3
AT13;90000;90000;2007;20070101;1;ARE;27
AT13;90000;90000;2007;20070101;1;ARG;265
AT13;90000;90000;2007;20070101;1;ARM;250
AT13;90000;90000;2007;20070101;1;ATG;1
AT13;90000;90000;2007;20070101;1;AUS;353
AT13;90000;90000;2007;20070101;1;AUT;562270
AT13;90000;90000;2007;20070101;1;AZE;151
AT13;90000;90000;2007;20070101;1;BDI;12
AT13;90000;90000;2007;20070101;1;BEL;337
AT13;90000;90000;2007;20070101;1;BEN;26
AT13;90000;90000;2007;20070101;1;BFA;37
AT13;90000;90000;2007;20070101;1;BGD;1376
AT13;90000;90000;2007;20070101;1;BGR;2624
AT13;90000;90000;2007;20070101;1;BHR;2
AT13;90000;90000;2007;20070101;1;BHS;3
AT13;90000;90000;2007;20070101;1;BIH;16638
AT13;90000;90000;2007;20070101;1;BLR;145
AT13;90000;90000;2007;20070101;1;BLZ;1
AT13;90000;90000;2007;20070101;1;BMU;2
AT13;90000;90000;2007;20070101;1;BOL;96
AT13;90000;90000;2007;20070101;1;BRA;443
AT13;90000;90000;2007;20070101;1;BRB;2
AT13;90000;90000;2007;20070101;1;BRN;1
AT13;90000;90000;2007;20070101;1;BTN;8
